Position,Track Name,Artist,Streams,URL,Year,Month,Day,Region,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
16,ily (i love you baby) (feat. Emilee),Surf Mesa,752523,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,2020,6,5,au,0.674,0.774,11,-7.567,0,0.0892,0.0686,0.00188,0.393,0.33,112.05,176547,4
17,Blueberry Faygo,Lil Mosey,734649,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,2020,6,5,au,0.774,0.554,0,-7.909,1,0.0383,0.207,0,0.132,0.349,99.034,162547,4
18,Be Kind (with Halsey),Marshmello,732175,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A,2020,6,5,au,0.63,0.633,4,-7.088,1,0.0457,0.00776,0,0.0541,0.452,93.995,172762,4
19,Sunday Best,Surfaces,717136,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,2020,6,5,au,0.878,0.525,5,-6.832,1,0.0578,0.183,0,0.0714,0.694,112.022,158571,4
20,Rover (feat. DTG),S1mba,703306,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf,2020,6,5,au,0.613,0.624,11,-6.66,0,0.206,0.496,0,0.283,0.804,62.948,167917,5
21,Savage Remix (feat. Beyoncé),Megan Thee Stallion,698928,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac,2020,6,5,au,0.822,0.743,10,-4.772,0,0.28,0.016,0,0.127,0.636,84.459,242001,4
22,Someone You Loved,Lewis Capaldi,698852,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2020,6,5,au,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,182161,4
23,This City,Sam Fischer,689506,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt,2020,6,5,au,0.602,0.377,11,-6.213,1,0.0446,0.731,0,0.0808,0.518,73.877,194853,4
24,WHATS POPPIN,Jack Harlow,688664,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM,2020,6,5,au,0.923,0.604,11,-6.671,0,0.245,0.017,0,0.272,0.826,145.062,139741,4
25,THE SCOTTS,THE SCOTTS,670165,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,2020,6,5,au,0.716,0.537,0,-7.648,0,0.0514,0.233,0,0.157,0.28,129.979,165978,4
26,Pump It Up,Endor,654419,https://open.spotify.com/track/0GiwV6v3AgJfdu59tj719Y,2020,6,5,au,0.899,0.894,1,-7.255,1,0.222,0.203,9.95e-05,0.0606,0.654,129.045,150635,4
27,Before You Go,Lewis Capaldi,636158,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,2020,6,5,au,0.459,0.575,3,-4.858,1,0.0573,0.604,0,0.0885,0.183,111.881,215107,4
28,Dance Monkey,Tones And I,632739,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020,6,5,au,0.825,0.593,6,-6.401,0,0.0988,0.688,0.000161,0.17,0.54,98.078,209755,4
