Position,Track Name,Artist,Streams,URL,Year,Month,Day,Region,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1,Señorita,Shawn Mendes,35723233,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2019,9,27,global,0.759,0.548,9,-6.049,0,0.029,0.0392,0,0.0828,0.749,116.967,190800,4
2,Dance Monkey,Tones And I,33013044,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2019,9,27,global,0.825,0.593,6,-6.401,0,0.0988,0.688,0.000161,0.17,0.54,98.078,209755,4
3,Circles,Post Malone,29280805,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,2019,9,27,global,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,4
4,Someone You Loved,Lewis Capaldi,22767722,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2019,9,27,global,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,182161,4
5,Lalala,Y2K,22236145,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,2019,9,27,global,0.843,0.391,2,-7.899,1,0.0845,0.181,0,0.137,0.496,129.972,160627,4
6,Ransom,Lil Tecca,20825198,https://open.spotify.com/track/6EOKwHETwSkZ9gW2b6ASE0,2019,9,27,global,0.745,0.642,7,-6.257,0,0.287,0.0204,0,0.0658,0.226,179.974,131240,4
7,Beautiful People (feat. Khalid),Ed Sheeran,20821425,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,2019,9,27,global,0.64,0.647,5,-8.114,0,0.186,0.124,0,0.0801,0.546,92.979,197867,4
8,China,Anuel AA,20516161,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,2019,9,27,global,0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027,301714,4
9,Goodbyes (Feat. Young Thug),Post Malone,20233272,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,2019,9,27,global,0.58,0.653,5,-3.818,1,0.0745,0.447,0,0.111,0.175,150.231,174960,4
10,bad guy,Billie Eilish,18813436,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2019,9,27,global,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4
11,How Do You Sleep?,Sam Smith,18384971,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,2019,9,27,global,0.477,0.682,1,-4.931,0,0.0925,0.153,0,0.0763,0.345,110.567,202205,5
12,I Don't Care (with Justin Bieber),Ed Sheeran,17344636,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2019,9,27,global,0.798,0.676,6,-5.041,1,0.0442,0.0902,0,0.0894,0.843,101.956,219947,4
13,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande,16246521,https://open.spotify.com/track/3NkJNL3WqO1Lqc3uNDxvCN,2019,9,27,global,0.643,0.721,1,-5.248,1,0.0449,0.00268,6.51e-06,0.0898,0.317,102.914,190107,4
14,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,16208650,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,2019,9,27,global,0.755,0.522,2,-4.368,1,0.0575,0.533,0,0.0685,0.925,89.96,157560,4
15,Panini,Lil Nas X,15806154,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv,2019,9,27,global,0.703,0.594,5,-6.146,0,0.0752,0.342,0,0.123,0.475,153.848,114893,4
16,Saint-Tropez,Post Malone,15483341,https://open.spotify.com/track/05mDaV9Vb3wrzjF6OPZnhq,2019,9,27,global,0.617,0.684,0,-3.618,1,0.0439,0.0545,0,0.104,0.295,132.113,150867,4
17,Memories,Maroon 5,14829220,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2019,9,27,global,0.764,0.32,11,-7.209,1,0.0546,0.837,0,0.0822,0.575,91.019,189486,4
18,Truth Hurts,Lizzo,14562107,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh,2019,9,27,global,0.715,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158.087,173325,4
19,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,14105307,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx,2019,9,27,global,0.694,0.758,11,-2.986,1,0.218,0.278,1.34e-06,0.102,0.371,192.091,185195,4
20,Old Town Road - Remix,Lil Nas X,14023252,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,2019,9,27,global,0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,157067,4
21,Callaita,Bad Bunny,14011682,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,2019,9,27,global,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,250534,4
22,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,13647010,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw,2019,9,27,global,0.499,0.8,1,-2.665,0,0.0502,0.0906,0,0.147,0.272,139.919,229573,4
23,"Yo x Ti, Tu x Mi",ROSALÍA,13263886,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk,2019,9,27,global,0.78,0.759,1,-3.292,1,0.225,0.462,0.000868,0.143,0.579,91.952,201040,4
24,LA CANCIÓN,J Balvin,13220608,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,2019,9,27,global,0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-05,0.108,0.429,176.089,242573,4
25,hot girl bummer,blackbear,13161845,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,2019,9,27,global,0.778,0.559,6,-7.109,0,0.0776,0.128,0,0.399,0.678,129.989,185093,1
26,Adicto (with Anuel AA & Ozuna),Tainy,12985012,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq,2019,9,27,global,0.734,0.836,10,-4.803,0,0.0735,0.017,1.64e-05,0.179,0.623,80.002,270741,4
27,No Me Conoce - Remix,Jhay Cortez,12892586,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,2019,9,27,global,0.806,0.786,10,-3.831,0,0.0741,0.145,0,0.0935,0.58,91.973,309120,4
28,Liar,Camila Cabello,12773548,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM,2019,9,27,global,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,207039,4
29,Tutu,Camilo,12512444,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ,2019,9,27,global,0.731,0.832,9,-2.592,1,0.0503,0.273,0,0.0665,0.94,146.013,178613,4
30,No Guidance (feat. Drake),Chris Brown,12280780,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,2019,9,27,global,0.698,0.454,1,-6.756,0,0.151,0.123,0,0.155,0.137,92.932,260640,4
31,boyfriend (with Social House),Ariana Grande,11754707,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t,2019,9,27,global,0.4,0.795,10,-3.731,0,0.461,0.119,0,0.159,0.702,190.097,186107,4
32,BOP,DaBaby,11521426,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,2019,9,27,global,0.769,0.787,11,-3.909,1,0.367,0.189,0,0.129,0.836,126.77,159715,4
33,Money In The Grave (Drake ft. Rick Ross),Drake,11327052,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,2019,9,27,global,0.831,0.502,10,-4.045,0,0.046,0.101,0,0.122,0.101,100.541,205427,4
34,223's (feat. 9lokknine),YNW Melly,11222869,https://open.spotify.com/track/4sjiIpEv617LDXaidKioOI,2019,9,27,global,0.932,0.547,0,-7.787,0,0.333,0.0388,0,0.0924,0.695,94.998,176640,4
35,Hollywood's Bleeding,Post Malone,11078213,https://open.spotify.com/track/7sWRlDoTDX8geTR8zzr2vt,2019,9,27,global,0.405,0.646,4,-3.206,0,0.0476,0.331,0,0.103,0.17,130.218,156267,4
36,Piece Of Your Heart,MEDUZA,11048998,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,2019,9,27,global,0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,152913,4
37,It's You,Ali Gatie,11046340,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq,2019,9,27,global,0.732,0.463,11,-6.972,0,0.0287,0.374,0,0.194,0.397,95.971,212607,4
38,Enemies (feat. DaBaby),Post Malone,11001524,https://open.spotify.com/track/0Xek5rqai2jcOWCYWJfVCF,2019,9,27,global,0.542,0.674,6,-4.169,1,0.21,0.0588,0,0.0955,0.667,76.388,196760,4
39,Graveyard,Halsey,10422646,https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2,2019,9,27,global,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,181806,4
40,Higher Love,Kygo,10404326,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY,2019,9,27,global,0.693,0.678,8,-7.159,1,0.0324,0.0154,6.05e-06,0.101,0.404,103.952,228267,4
41,Otro Trago - Remix,Sech,10396190,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL,2019,9,27,global,0.725,0.79,0,-2.331,1,0.197,0.0711,1.14e-06,0.0602,0.763,175.988,287773,4
42,Ride It,Regard,10232001,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,2019,9,27,global,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606,4
43,Soltera - Remix,Lunay,10150053,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL,2019,9,27,global,0.795,0.783,5,-4.271,1,0.0432,0.361,0,0.437,0.799,92.01,266087,4
44,"fuck, i'm lonely",Lauv,10140019,https://open.spotify.com/track/322tcqPhma7F6hfCeLisx0,2019,9,27,global,0.806,0.558,9,-6.46,1,0.0683,0.482,0,0.0618,0.678,95.016,198973,4
45,Takeaway (feat. Lennon Stella),The Chainsmokers,10123708,https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe,2019,9,27,global,0.294,0.505,3,-8.106,1,0.042,0.12,0,0.0977,0.357,85.332,209893,1
46,Lover,Taylor Swift,9885228,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI,2019,9,27,global,0.359,0.543,7,-7.582,1,0.0919,0.492,1.58e-05,0.118,0.453,68.534,221307,4
47,Good as Hell,Lizzo,9865142,https://open.spotify.com/track/3Yh9lZcWyKrK9GjbhuS0hR,2019,9,27,global,0.682,0.919,0,-3.18,0,0.0875,0.256,0,0.442,0.535,95.982,159736,4
48,Writing on the Wall (feat. Post Malone & Cardi B),French Montana,9534436,https://open.spotify.com/track/7x9nXsowok1JszkVztI5NI,2019,9,27,global,0.773,0.836,9,-2.326,0,0.153,0.283,2.1e-05,0.0828,0.497,112.01,201271,4
49,Shallow,Lady Gaga,9356772,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2019,9,27,global,0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,215733,4
50,Hot (feat. Gunna),Young Thug,9146516,https://open.spotify.com/track/5Z8HZM6iQMhhqyPcCGY5g9,2019,9,27,global,0.855,0.651,0,-8.044,0,0.235,0.063,0,0.0772,0.559,111.997,193027,4
51,110,Capital Bra,9127339,https://open.spotify.com/track/5sdQ7VUx6GOfsRoSxnK1YG,2019,9,27,global,0.48,0.749,1,-5.057,0,0.432,0.533,0,0.0997,0.419,179.056,194534,4
52,Camelot,NLE Choppa,9078668,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF,2019,9,27,global,0.787,0.713,7,-5.252,1,0.401,0.0849,0,0.717,0.761,175.046,148759,4
53,VIBEZ,DaBaby,9002968,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM,2019,9,27,global,0.768,0.652,1,-2.708,0,0.307,0.113,0,0.107,0.777,154.187,144935,4
54,QUE PRETENDES,J Balvin,8951801,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt,2019,9,27,global,0.639,0.791,10,-4.443,0,0.253,0.0275,0,0.362,0.939,92.603,222347,4
55,Wow.,Post Malone,8721369,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg,2019,9,27,global,0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96,149547,4
56,7 rings,Ariana Grande,8663767,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,2019,9,27,global,0.778,0.317,1,-10.732,0,0.334,0.592,0,0.0881,0.327,140.048,178627,4
57,The London (feat. J. Cole & Travis Scott),Young Thug,8532994,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n,2019,9,27,global,0.784,0.517,4,-8.981,0,0.209,0.0249,1.44e-06,0.155,0.206,97.991,200187,4
58,INTRO,DaBaby,8348988,https://open.spotify.com/track/77KMttn3Lic7ZQKDlPqp8v,2019,9,27,global,0.862,0.685,0,-7.699,0,0.242,0.0342,0,0.204,0.672,100.024,172800,4
59,Con Altura,ROSALÍA,8266922,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,2019,9,27,global,0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,161627,4
60,lovely (with Khalid),Billie Eilish,8196537,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,2019,9,27,global,0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,200186,4
61,Motivation,Normani,8126563,https://open.spotify.com/track/0rIAC4PXANcKmitJfoqmVm,2019,9,27,global,0.599,0.887,4,-3.967,1,0.0984,0.0192,1.21e-06,0.3,0.881,170.918,193837,4
62,Die For Me (feat. Future & Halsey),Post Malone,8110971,https://open.spotify.com/track/2C6WXnmZ66tHhHlnvwePiK,2019,9,27,global,0.614,0.66,0,-2.848,1,0.0441,0.19,0,0.211,0.452,145.01,245267,4
63,Happier,Marshmello,8044939,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2019,9,27,global,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,214290,4
64,11 PM,Maluma,8039197,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d,2019,9,27,global,0.777,0.712,10,-4.84,1,0.277,0.217,0,0.091,0.68,95.692,175733,4
65,Teeth,5 Seconds of Summer,7848301,https://open.spotify.com/track/26wLOs3ZuHJa2Ihhx6QIE6,2019,9,27,global,0.749,0.461,10,-2.961,0,0.0416,0.0516,6.24e-06,0.0738,0.42,139.02,204887,4
66,Roller,Apache 207,7843063,https://open.spotify.com/track/5dhQeuLGmlhfwlI6BWfSpo,2019,9,27,global,0.928,0.758,10,-6.471,0,0.144,0.03,0.00437,0.29,0.729,128.005,158853,4
67,Sucker,Jonas Brothers,7672280,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,2019,9,27,global,0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,181027,4
68,If I Can't Have You,Shawn Mendes,7626363,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh,2019,9,27,global,0.691,0.823,2,-4.197,1,0.0623,0.487,0,0.134,0.87,123.935,191467,4
69,You Need To Calm Down,Taylor Swift,7557326,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5,2019,9,27,global,0.771,0.671,2,-5.617,1,0.0553,0.00929,0,0.0637,0.714,85.026,171360,4
70,when the party's over,Billie Eilish,7532450,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,2019,9,27,global,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,196077,4
71,Slide Away,Miley Cyrus,7445798,https://open.spotify.com/track/44ADyYoY5liaRa3EOAl4uf,2019,9,27,global,0.53,0.538,5,-6.672,1,0.0335,0.17,2.83e-06,0.248,0.288,148.051,233654,4
72,Quizás,Rich Music LTD,7435093,https://open.spotify.com/track/4AjWbAwRpxk2worpjNH5CS,2019,9,27,global,0.727,0.815,3,-2.454,1,0.153,0.0258,0,0.231,0.677,176.075,216067,4
73,I.F.L.Y.,Bazzi,7376414,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD,2019,9,27,global,0.812,0.519,2,-4.823,1,0.0385,0.379,0,0.13,0.554,104.954,165714,4
74,Post Malone (feat. RANI),Sam Feldt,7339886,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL,2019,9,27,global,0.59,0.642,7,-3.87,1,0.122,0.0771,0,0.105,0.651,107.356,174444,4
75,Bohemian Rhapsody - Remastered 2011,Queen,7269298,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,2019,9,27,global,0.414,0.404,0,-9.928,0,0.0499,0.271,0,0.3,0.224,71.105,354320,4
76,Talk (feat. Disclosure),Khalid,7259183,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,2019,9,27,global,0.901,0.4,0,-8.575,1,0.126,0.051,0,0.0599,0.346,135.984,197573,4
77,Qué Pena,Maluma,7253445,https://open.spotify.com/track/5099x34vBakWpGkHourFxP,2019,9,27,global,0.635,0.661,11,-6.425,0,0.364,0.102,0,0.336,0.858,126.15,212711,5
78,On The Road (feat. Meek Mill & Lil Baby),Post Malone,7209474,https://open.spotify.com/track/12Fkyg9lpmaz2zmKOfw2Y2,2019,9,27,global,0.442,0.737,7,-5.046,1,0.109,0.0589,0,0.102,0.21,112.93,218320,5
79,One Thing Right,Marshmello,7083174,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4,2019,9,27,global,0.659,0.623,4,-2.253,1,0.0451,0.0667,0,0.582,0.439,88.042,181824,4
80,Si Te Vas,Sech,7072642,https://open.spotify.com/track/6Y4PDQv4XjYjHLeLmvyOt0,2019,9,27,global,0.73,0.644,0,-4.124,1,0.132,0.0933,4.56e-06,0.143,0.554,174.101,204907,4
81,Honda Civic,The Cratez,7069221,https://open.spotify.com/track/0WFgtxiLNr99YaoSdYR3Ud,2019,9,27,global,0.704,0.782,1,-5.471,0,0.164,0.282,0.00769,0.0759,0.346,93.35,158061,4
82,Feel Special,TWICE,7039843,https://open.spotify.com/track/14rWuS6yllHOdfZ8sZsZUj,2019,9,27,global,0.709,0.959,1,-1.339,1,0.0603,0.0296,0.00188,0.107,0.644,128.983,206868,4
83,rockstar (feat. 21 Savage),Post Malone,6989421,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,2019,9,27,global,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,218147,4
84,Without Me,Halsey,6840599,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,2019,9,27,global,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661,4
85,Con Calma,Daddy Yankee,6839422,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,2019,9,27,global,0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,193227,4
86,200 km/h,Apache 207,6734377,https://open.spotify.com/track/2wvLtM25eMpHK7hkidqte2,2019,9,27,global,0.904,0.677,11,-6.413,0,0.177,0.273,1.62e-05,0.106,0.424,148.049,164080,4
87,SICKO MODE,Travis Scott,6713268,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2019,9,27,global,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,312820,4
88,Believer,Imagine Dragons,6702342,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,2019,9,27,global,0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949,204347,4
89,Suge,DaBaby,6669819,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB,2019,9,27,global,0.876,0.662,2,-6.482,0,0.426,0.0608,0,0.127,0.844,75.445,163320,4
90,Dancing With A Stranger (with Normani),Sam Smith,6666671,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2019,9,27,global,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.347,102.998,171030,4
91,Eastside (with Halsey & Khalid),benny blanco,6659986,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,2019,9,27,global,0.632,0.686,6,-7.665,0,0.243,0.549,0,0.2,0.329,89.949,170770,4
92,Behind Barz - Bonus,Drake,6631200,https://open.spotify.com/track/4B7fTyj1FIPvP9tT5X3DnR,2019,9,27,global,0.854,0.554,8,-4.684,1,0.172,0.769,1.84e-06,0.0749,0.272,142.069,163121,4
93,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",Dímelo Flow,6605332,https://open.spotify.com/track/684EjRHwNsZQ9hCQxL4NYL,2019,9,27,global,0.747,0.647,9,-3.234,1,0.0737,0.113,0,0.112,0.478,87.988,233113,4
94,3 Nights,Dominic Fike,6592574,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u,2019,9,27,global,0.815,0.518,7,-6.594,0,0.0897,0.223,0,0.104,0.877,151.891,177667,4
95,Lonely,Diplo,6538741,https://open.spotify.com/track/4fwo6czG5nvOQMzhOto1ya,2019,9,27,global,0.738,0.717,1,-5.121,1,0.0573,0.062,0,0.205,0.5,98.047,139813,4
96,Goteo,Duki,6380836,https://open.spotify.com/track/1EoEU4HY57qaITp06TkC6B,2019,9,27,global,0.473,0.779,1,-3.725,1,0.0414,0.186,0,0.189,0.438,108.287,164458,3
97,Sweet but Psycho,Ava Max,6377876,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,2019,9,27,global,0.719,0.704,1,-4.724,1,0.0476,0.0691,0,0.166,0.628,133.002,187436,4
98,Did It Again,Lil Tecca,6357650,https://open.spotify.com/track/6alCTRgBPoeAFi2N4il9Q4,2019,9,27,global,0.686,0.561,10,-9.929,0,0.191,0.185,0,0.114,0.186,148.775,116240,4
99,Baby (Lil Baby feat. DaBaby),Quality Control,6317850,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J,2019,9,27,global,0.97,0.463,10,-7.259,1,0.366,0.0957,0,0.151,0.46,108.003,142417,4
100,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,6310879,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,2019,9,27,global,0.857,0.621,9,-6.376,0,0.0825,0.148,0,0.0865,0.668,97.989,204467,4
1,HIGHEST IN THE ROOM,Travis Scott,48161108,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,2019,10,4,global,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721,4
2,Dance Monkey,Tones And I,37248929,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2019,10,4,global,0.825,0.593,6,-6.401,0,0.0988,0.688,0.000161,0.17,0.54,98.078,209755,4
3,Señorita,Shawn Mendes,32898929,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2019,10,4,global,0.759,0.548,9,-6.049,0,0.029,0.0392,0,0.0828,0.749,116.967,190800,4
4,Circles,Post Malone,30376180,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,2019,10,4,global,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,4
5,"10,000 Hours (with Justin Bieber)",Dan + Shay,26054266,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,2019,10,4,global,0.654,0.63,10,-4.644,1,0.0259,0.153,0,0.111,0.43,89.991,167693,4
6,Someone You Loved,Lewis Capaldi,23509860,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2019,10,4,global,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,182161,4
7,Beautiful People (feat. Khalid),Ed Sheeran,20801853,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,2019,10,4,global,0.64,0.647,5,-8.114,0,0.186,0.124,0,0.0801,0.546,92.979,197867,4
8,Lalala,Y2K,20427457,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,2019,10,4,global,0.843,0.391,2,-7.899,1,0.0845,0.181,0,0.137,0.496,129.972,160627,4
9,China,Anuel AA,19162610,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,2019,10,4,global,0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027,301714,4
10,Memories,Maroon 5,19062367,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2019,10,4,global,0.764,0.32,11,-7.209,1,0.0546,0.837,0,0.0822,0.575,91.019,189486,4
11,How Do You Sleep?,Sam Smith,18927426,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,2019,10,4,global,0.477,0.682,1,-4.931,0,0.0925,0.153,0,0.0763,0.345,110.567,202205,5
12,bad guy,Billie Eilish,18164119,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2019,10,4,global,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4
13,Goodbyes (Feat. Young Thug),Post Malone,18125052,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,2019,10,4,global,0.58,0.653,5,-3.818,1,0.0745,0.447,0,0.111,0.175,150.231,174960,4
14,hot girl bummer,blackbear,16936122,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,2019,10,4,global,0.778,0.559,6,-7.109,0,0.0776,0.128,0,0.399,0.678,129.989,185093,1
15,I Don't Care (with Justin Bieber),Ed Sheeran,16538341,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2019,10,4,global,0.798,0.676,6,-5.041,1,0.0442,0.0902,0,0.0894,0.843,101.956,219947,4
16,Ransom,Lil Tecca,16378228,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO,2019,10,4,global,0.745,0.642,7,-6.257,0,0.287,0.0204,0,0.0658,0.226,179.974,131240,4
17,Bandit (with YoungBoy Never Broke Again),Juice WRLD,15831557,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,2019,10,4,global,0.474,0.631,5,-5.884,0,0.343,0.0687,0,0.132,0.425,180.051,189323,4
18,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,15069378,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,2019,10,4,global,0.755,0.522,2,-4.368,1,0.0575,0.533,0,0.0685,0.925,89.96,157560,4
19,Panini,Lil Nas X,14989217,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv,2019,10,4,global,0.703,0.594,5,-6.146,0,0.0752,0.342,0,0.123,0.475,153.848,114893,4
20,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande,14602503,https://open.spotify.com/track/3NkJNL3WqO1Lqc3uNDxvCN,2019,10,4,global,0.643,0.721,1,-5.248,1,0.0449,0.00268,6.51e-06,0.0898,0.317,102.914,190107,4
21,Saint-Tropez,Post Malone,14091041,https://open.spotify.com/track/05mDaV9Vb3wrzjF6OPZnhq,2019,10,4,global,0.617,0.684,0,-3.618,1,0.0439,0.0545,0,0.104,0.295,132.113,150867,4
22,Truth Hurts,Lizzo,13897709,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh,2019,10,4,global,0.715,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158.087,173325,4
23,Liar,Camila Cabello,13257717,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM,2019,10,4,global,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,207039,4
