Position,Track Name,Artist,Streams,URL,Year,Month,Day,Region,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
83,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,2534548,https://open.spotify.com/track/4Yxc55NX3tAXC2mHRAhtcW,2020,1,24,us,0.376,0.43,0,-6.585,0,0.0328,0.0902,0,0.0912,0.129,77.599,177323,3
84,Darkness,Eminem,2526256,https://open.spotify.com/track/5SiZJoLXp3WOl3J4C8IK0d,2020,1,24,us,0.671,0.623,2,-7.161,1,0.308,0.00998,7.55e-06,0.643,0.195,75.055,337147,4
85,Legends,Juice WRLD,2511460,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa,2020,1,24,us,0.594,0.798,4,-5.244,1,0.0844,0.115,0,0.143,0.381,142.049,191840,4
86,Baby (Lil Baby feat. DaBaby),Quality Control,2490963,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J,2020,1,24,us,0.97,0.463,10,-7.259,1,0.366,0.0957,0,0.151,0.46,108.003,142417,4
87,Murder On My Mind,YNW Melly,2456334,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,2020,1,24,us,0.759,0.73,0,-7.985,0,0.0516,0.145,3.06e-06,0.11,0.74,115.007,268434,4
88,Without Me,Halsey,2436338,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ,2020,1,24,us,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661,4
89,Sunday Best,Surfaces,2425009,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,2020,1,24,us,0.878,0.525,5,-6.832,1,0.0578,0.183,0,0.0714,0.694,112.022,158571,4
90,Peta (feat. Meek Mill),Roddy Ricch,2422871,https://open.spotify.com/track/4bl1HBZliBuYpFZjWgefE4,2020,1,24,us,0.778,0.573,10,-7.339,0,0.251,0.015,0,0.464,0.269,140.114,198849,4
91,Unaccommodating (feat. Young M.A),Eminem,2419002,https://open.spotify.com/track/0q2vG0UVuy6ajjcpkQHdZM,2020,1,24,us,0.852,0.752,1,-5.793,1,0.0597,0.0169,0,0.394,0.389,89.95,216600,4
92,Hate Me (with Juice WRLD),Ellie Goulding,2410391,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE,2020,1,24,us,0.657,0.768,8,-4.628,1,0.0507,0.108,0,0.144,0.759,75.025,186223,4
93,SLOW DANCING IN THE DARK,Joji,2396812,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,2020,1,24,us,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,209274,4
94,Going Bad (feat. Drake),Meek Mill,2389512,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,2020,1,24,us,0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,86.003,180522,4
95,Pop Out (feat. Lil Tjay),Polo G,2383201,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1,2020,1,24,us,0.772,0.639,1,-7.119,1,0.467,0.15,0,0.0698,0.261,168.112,166560,4
96,Drip Too Hard (Lil Baby & Gunna),Lil Baby,2379398,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,2020,1,24,us,0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,112.511,145543,4
97,RITMO (Bad Boys For Life),Black Eyed Peas,2373096,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,2020,1,24,us,0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,221714,4
98,Jocelyn Flores,XXXTENTACION,2365267,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,2020,1,24,us,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,119133,4
99,Vete,Bad Bunny,2353289,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c,2020,1,24,us,0.886,0.672,1,-4.394,1,0.188,0.0363,8.78e-06,0.101,0.526,91.976,192024,4
100,The London (feat. J. Cole & Travis Scott),Young Thug,2319293,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n,2020,1,24,us,0.784,0.517,4,-8.981,0,0.209,0.0249,1.44e-06,0.155,0.206,97.991,200187,4
1,The Box,Roddy Ricch,19937887,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020,1,31,us,0.896,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,196653,4
2,Life Is Good (feat. Drake),Future,12210480,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc,2020,1,31,us,0.676,0.609,2,-5.831,0,0.481,0.0706,0,0.152,0.508,142.037,237735,4
3,Godzilla (feat. Juice WRLD),Eminem,9082219,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ,2020,1,31,us,0.808,0.745,10,-5.26,0,0.342,0.145,0,0.292,0.829,165.995,210800,4
4,ROXANNE,Arizona Zervas,8076667,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,2020,1,31,us,0.621,0.601,6,-5.616,0,0.148,0.0522,0,0.46,0.457,116.735,163636,5
5,Blinding Lights,The Weeknd,7228787,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,2020,1,31,us,0.513,0.796,1,-4.075,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017,201573,4
6,Falling,Trevor Daniel,7077724,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,2020,1,31,us,0.785,0.431,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.085,159382,4
7,Circles,Post Malone,6803998,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,2020,1,31,us,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,4
8,everything i wanted,Billie Eilish,6775350,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,2020,1,31,us,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,245426,4
9,Suicidal,YNW Melly,6739978,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8,2020,1,31,us,0.735,0.369,9,-9.682,0,0.0688,0.334,0,0.126,0.235,140.004,222997,4
10,High Fashion (feat. Mustard),Roddy Ricch,6611778,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,2020,1,31,us,0.831,0.499,11,-8.442,0,0.114,0.269,0,0.3,0.511,97.956,220487,4
11,BOP,DaBaby,6439159,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,2020,1,31,us,0.769,0.787,11,-3.909,1,0.367,0.189,0,0.129,0.836,126.77,159715,4
12,Dance Monkey,Tones And I,6244173,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020,1,31,us,0.825,0.593,6,-6.401,0,0.0988,0.688,0.000161,0.17,0.54,98.078,209755,4
13,Don't Start Now,Dua Lipa,6206002,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,2020,1,31,us,0.794,0.793,11,-4.521,0,0.0842,0.0125,0,0.0952,0.677,123.941,183290,4
14,Ballin' (with Roddy Ricch),Mustard,6032185,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,2020,1,31,us,0.809,0.545,7,-6.678,1,0.0735,0.392,0,0.151,0.244,97.008,180435,4
15,Bandit (with YoungBoy Never Broke Again),Juice WRLD,5731696,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,2020,1,31,us,0.474,0.631,5,-5.884,0,0.343,0.0687,0,0.132,0.425,180.051,189323,4
16,"I Do It (ft. Big Sean, Lil Baby)",Lil Wayne,5724253,https://open.spotify.com/track/1bRO28yzxgO3y3UmNR29TZ,2020,1,31,us,0.804,0.528,1,-3.231,1,0.378,0.125,0,0.41,0.321,138.005,184440,4
17,Yummy,Justin Bieber,5243485,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l,2020,1,31,us,0.687,0.514,9,-6.612,0,0.0897,0.366,0,0.116,0.494,145.921,210427,4
18,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,5175338,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG,2020,1,31,us,0.816,0.582,8,-4.141,1,0.341,0.0794,5.84e-06,0.0916,0.542,160.004,136366,4
19,Say So,Doja Cat,5104255,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,2020,1,31,us,0.787,0.673,11,-4.577,0,0.158,0.256,3.57e-06,0.0904,0.786,110.962,237893,4
20,You should be sad,Halsey,4998787,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK,2020,1,31,us,0.591,0.585,2,-6.35,1,0.0277,0.143,0,0.109,0.324,110.94,205473,4
21,SUGAR,BROCKHAMPTON,4741965,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA,2020,1,31,us,0.453,0.538,1,-8.212,1,0.0638,0.449,0,0.19,0.516,122.973,204533,4
22,Adore You,Harry Styles,4696192,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,2020,1,31,us,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133,4
23,Woah,Lil Baby,4693729,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F,2020,1,31,us,0.882,0.602,11,-5.554,1,0.245,0.0177,0,0.178,0.43,142.959,183011,4
24,Futsal Shuffle 2020,Lil Uzi Vert,4617256,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,2020,1,31,us,0.881,0.457,7,-8.191,0,0.156,0.0327,0,0.231,0.296,136.97,198913,4
25,OUT WEST (feat. Young Thug),JACKBOYS,4564843,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,2020,1,31,us,0.802,0.591,8,-4.895,1,0.225,0.0104,0,0.196,0.309,139.864,157712,4
26,Good News,Mac Miller,4512799,https://open.spotify.com/track/1DWZUa5Mzf2BwzpHtgbHPY,2020,1,31,us,0.794,0.32,1,-12.92,0,0.173,0.853,0.134,0.112,0.241,174.088,342040,4
27,Someone You Loved,Lewis Capaldi,4367845,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2020,1,31,us,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,182161,4
28,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,4238841,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,2020,1,31,us,0.755,0.522,2,-4.368,1,0.0575,0.533,0,0.0685,0.925,89.96,157560,4
29,bad guy,Billie Eilish,4205890,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2020,1,31,us,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4
30,My Oh My (feat. DaBaby),Camila Cabello,4184316,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,2020,1,31,us,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,170746,4
31,Physical,Dua Lipa,3960377,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V,2020,1,31,us,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.962,193829,4
32,hot girl bummer,blackbear,3916219,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,2020,1,31,us,0.778,0.559,6,-7.109,0,0.0776,0.128,0,0.399,0.678,129.989,185093,1
33,HIGHEST IN THE ROOM,Travis Scott,3909928,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,2020,1,31,us,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721,4
34,VIBEZ,DaBaby,3810849,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM,2020,1,31,us,0.768,0.652,1,-2.708,0,0.307,0.113,0,0.107,0.777,154.187,144935,4
35,No Idea,Don Toliver,3797573,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,2020,1,31,us,0.651,0.631,6,-5.717,0,0.0896,0.519,0.000579,0.165,0.35,127.994,154424,4
36,Tusa,KAROL G,3699600,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,2020,1,31,us,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,200960,4
37,Sum 2 Prove,Lil Baby,3691508,https://open.spotify.com/track/2u3EyuCqqV31woqGvO9LBz,2020,1,31,us,0.823,0.552,4,-7.57,0,0.324,0.0174,0,0.122,0.418,124.038,205760,4
38,Get Me,Justin Bieber,3672187,https://open.spotify.com/track/6zGPytJiZmFuyVq7RTNO9G,2020,1,31,us,0.824,0.503,6,-6.94,0,0.156,0.05,5.25e-05,0.107,0.784,109.397,185419,5
39,What A Man Gotta Do,Jonas Brothers,3669596,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd,2020,1,31,us,0.852,0.698,9,-7.206,1,0.0629,0.00839,1.03e-06,0.0773,0.324,113.039,180645,4
40,Memories,Maroon 5,3662729,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2020,1,31,us,0.764,0.32,11,-7.209,1,0.0546,0.837,0,0.0822,0.575,91.019,189486,4
41,King Of My City,A Boogie Wit da Hoodie,3659455,https://open.spotify.com/track/4GyMIm2BEMoOXjmIvSpfLi,2020,1,31,us,0.48,0.679,4,-6.776,0,0.264,0.452,0,0.152,0.29,81.186,148676,5
42,Lucid Dreams,Juice WRLD,3653609,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,2020,1,31,us,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,239836,4
43,when the party's over,Billie Eilish,3649379,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,2020,1,31,us,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,196077,4
44,GOODMORNINGTOKYO!,TOKYO’S REVENGE,3614033,https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp,2020,1,31,us,0.907,0.539,4,-7.782,1,0.36,0.0408,0,0.253,0.664,124.918,150115,4
45,Robbery,Juice WRLD,3586816,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,2020,1,31,us,0.685,0.692,2,-5.122,1,0.0457,0.328,0,0.153,0.578,159.966,240051,5
46,"10,000 Hours (with Justin Bieber)",Dan + Shay,3556867,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,2020,1,31,us,0.654,0.63,10,-4.644,1,0.0259,0.153,0,0.111,0.43,89.991,167693,4
47,WHATS POPPIN,Jack Harlow,3499722,https://open.spotify.com/track/3Q6F8RByyhRTJpRtZLY3cg,2020,1,31,us,0.923,0.604,11,-6.671,0,0.245,0.017,0,0.272,0.826,145.062,139741,4
48,Lose You To Love Me,Selena Gomez,3408212,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi,2020,1,31,us,0.488,0.343,4,-8.985,1,0.0436,0.556,0,0.21,0.0978,102.819,206459,4
49,Suge,DaBaby,3336087,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB,2020,1,31,us,0.876,0.662,2,-6.482,0,0.426,0.0608,0,0.127,0.844,75.445,163320,4
50,Only The Young - Featured in Miss Americana,Taylor Swift,3169782,https://open.spotify.com/track/2slqvGLwzZZYsT4K4Y1GBC,2020,1,31,us,0.56,0.78,5,-4.895,0,0.0517,0.00244,0,0.0714,0.602,93.516,157507,4
51,Heartless,The Weeknd,3141857,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU,2020,1,31,us,0.531,0.75,10,-5.831,0,0.111,0.00632,7.6e-05,0.117,0.198,169.954,200080,4
52,Rare,Selena Gomez,3081101,https://open.spotify.com/track/7HMmFQsKsljwTw8bS7lu19,2020,1,31,us,0.838,0.545,5,-6.713,1,0.0706,0.208,8.01e-05,0.103,0.631,114.998,220590,4
53,Money In The Grave (Drake ft. Rick Ross),Drake,3074940,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,2020,1,31,us,0.831,0.502,10,-4.045,0,0.046,0.101,0,0.122,0.101,100.541,205427,4
54,ORANGE SODA,Baby Keem,2990002,https://open.spotify.com/track/5FkoSXiJPKTNyYgALRJFhD,2020,1,31,us,0.83,0.564,1,-7.822,1,0.235,0.177,0,0.128,0.107,85.042,129882,4
55,Ransom,Lil Tecca,2981847,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO,2020,1,31,us,0.745,0.642,7,-6.257,0,0.287,0.0204,0,0.0658,0.226,179.974,131240,4
56,Truth Hurts,Lizzo,2916890,https://open.spotify.com/track/3HWzoMvoF3TQfYg4UPszDq,2020,1,31,us,0.715,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158.087,173325,4
57,Watermelon Sugar,Harry Styles,2916694,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,2020,1,31,us,0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,174000,4
58,Eleven,Khalid,2874257,https://open.spotify.com/track/1ToprX3cpBiXoAe5eNSk74,2020,1,31,us,0.701,0.396,4,-10.182,0,0.119,0.112,0.0209,0.223,0.115,129.004,206361,4
59,223's (feat. 9lokknine),YNW Melly,2862667,https://open.spotify.com/track/29ZXwWOOLz9t5fa3eT3i7T,2020,1,31,us,0.932,0.547,0,-7.787,0,0.333,0.0388,0,0.0924,0.695,94.998,176640,4
60,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,2851197,https://open.spotify.com/track/4ea9w8c4ROqiZpJVhfBA3m,2020,1,31,us,0.845,0.631,7,-8.206,0,0.216,0.188,0,0.0806,0.545,111.983,279907,4
61,lovely (with Khalid),Billie Eilish,2844829,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,2020,1,31,us,0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,200186,4
62,Make No Sense,YoungBoy Never Broke Again,2830600,https://open.spotify.com/track/6klLvorLoo1sxvZcjJIY8I,2020,1,31,us,0.876,0.733,10,-4.478,0,0.333,0.0208,0,0.0999,0.962,154.904,148630,4
63,MIDDLE CHILD,J. Cole,2796437,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,2020,1,31,us,0.837,0.364,8,-11.713,1,0.276,0.149,0,0.271,0.463,123.984,213594,4
64,Goodbyes (Feat. Young Thug),Post Malone,2792996,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,2020,1,31,us,0.58,0.653,5,-3.818,1,0.0745,0.447,0,0.111,0.175,150.231,174960,4
65,Mahogany,Lil Wayne,2786245,https://open.spotify.com/track/5f9JYuHSIHjp6rggue13RS,2020,1,31,us,0.466,0.608,1,-4.8,0,0.45,0.0737,0,0.406,0.41,79.48,177867,4
66,If the World Was Ending - feat. Julia Michaels,JP Saxe,2734581,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,2020,1,31,us,0.464,0.473,1,-10.086,1,0.129,0.866,0,0.109,0.604,75.801,208687,4
67,Before You Go,Lewis Capaldi,2732733,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,2020,1,31,us,0.459,0.575,3,-4.858,1,0.0573,0.604,0,0.0885,0.183,111.881,215107,4
68,No Guidance (feat. Drake),Chris Brown,2709983,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,2020,1,31,us,0.698,0.454,1,-6.756,0,0.151,0.123,0,0.155,0.137,92.932,260640,4
69,EARFQUAKE,"Tyler, The Creator",2688937,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0,2020,1,31,us,0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635,190067,4
70,All Girls Are The Same,Juice WRLD,2685808,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,2020,1,31,us,0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,165820,4
71,Wow.,Post Malone,2685805,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg,2020,1,31,us,0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96,149547,4
72,What If I Told You That I Love You,Ali Gatie,2670880,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi,2020,1,31,us,0.605,0.365,7,-11.144,1,0.111,0.63,6.83e-06,0.0554,0.224,84.628,193668,4
73,Señorita,Shawn Mendes,2666680,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2020,1,31,us,0.759,0.548,9,-6.049,0,0.029,0.0392,0,0.0828,0.749,116.967,190800,4
74,July,Noah Cyrus,2664141,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr,2020,1,31,us,0.708,0.186,9,-8.953,0,0.0422,0.868,0,0.0779,0.321,72.541,156107,4
75,Start Wit Me (feat. Gunna),Roddy Ricch,2655270,https://open.spotify.com/track/7A20WnLkjtZU2d7hIB6Ziu,2020,1,31,us,0.886,0.479,4,-8.054,0,0.334,0.077,0,0.135,0.408,130.029,158692,4
76,FML,Arizona Zervas,2649591,https://open.spotify.com/track/6lruHh1jF7ezgbLv72xYmf,2020,1,31,us,0.822,0.575,5,-5.95,1,0.0934,0.113,0,0.106,0.616,100.087,223000,4
77,Anyone,Demi Lovato,2643964,https://open.spotify.com/track/18ssFhD04lWo1RzpcohnrG,2020,1,31,us,0.557,0.387,11,-6.338,1,0.0374,0.876,0,0.111,0.317,129.98,227813,4
78,I Don't Sleep (ft. Takeoff),Lil Wayne,2612267,https://open.spotify.com/track/03TzvVWdkVbLT9pzewYiDw,2020,1,31,us,0.587,0.635,8,-6.369,1,0.422,0.0785,0,0.175,0.758,82.517,200733,4
79,me & ur ghost,blackbear,2559204,https://open.spotify.com/track/4yJiXq86uM56uIfIZgE440,2020,1,31,us,0.755,0.631,7,-6.128,1,0.0261,0.0638,0,0.0929,0.881,100.026,200400,4
80,Camelot,NLE Choppa,2535938,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF,2020,1,31,us,0.787,0.713,7,-5.252,1,0.401,0.0849,0,0.717,0.761,175.046,148759,4
81,BEST ON EARTH (feat. BIA) - Bonus,Russ,2528178,https://open.spotify.com/track/0xKBkLcF71uUQeTA7FSu4A,2020,1,31,us,0.846,0.748,5,-3.512,0,0.078,0.188,0,0.093,0.597,90.006,160720,4
82,Stuck In A Dream (feat. Gunna),Lil Mosey,2511005,https://open.spotify.com/track/7iHHxY2NLlJRAmlAmC4ahQ,2020,1,31,us,0.748,0.648,10,-6.445,0,0.0816,0.484,0,0.126,0.726,139.952,123560,4
83,Sunday Best,Surfaces,2491881,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,2020,1,31,us,0.878,0.525,5,-6.832,1,0.0578,0.183,0,0.0714,0.694,112.022,158571,4
84,Going Bad (feat. Drake),Meek Mill,2465947,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,2020,1,31,us,0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,86.003,180522,4
85,Baby (Lil Baby feat. DaBaby),Quality Control,2452280,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J,2020,1,31,us,0.97,0.463,10,-7.259,1,0.366,0.0957,0,0.151,0.46,108.003,142417,4
86,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,2446388,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn,2020,1,31,us,0.559,0.491,2,-6.406,0,0.0346,0.0567,0,0.0992,0.114,153.131,244874,4
87,Blue World,Mac Miller,2414031,https://open.spotify.com/track/2hwOoMtWPtTSSn6WHV7Vp5,2020,1,31,us,0.742,0.553,8,-8.98,1,0.419,0.389,0,0.0694,0.508,84.931,209440,4
88,SLOW DANCING IN THE DARK,Joji,2406230,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,2020,1,31,us,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,209274,4
89,Murder On My Mind,YNW Melly,2405736,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,2020,1,31,us,0.759,0.73,0,-7.985,0,0.0516,0.145,3.06e-06,0.11,0.74,115.007,268434,4
90,Death,Trippie Redd,2394947,https://open.spotify.com/track/3Kd6Wp3lG5HXMB2dlvuy7y,2020,1,31,us,0.802,0.82,10,-5.969,0,0.146,0.0579,0,0.149,0.613,164.005,172196,4
91,Mama Mia,Lil Wayne,2374202,https://open.spotify.com/track/7K8vPC3GPWafq2zXHuUGXz,2020,1,31,us,0.711,0.639,5,-5.338,0,0.431,0.335,0,0.144,0.961,139.945,225440,4
92,Maniac,Conan Gray,2370677,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP,2020,1,31,us,0.623,0.647,8,-5.438,1,0.04,0.00122,0,0.354,0.522,107.987,185787,4
93,Vete,Bad Bunny,2353190,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c,2020,1,31,us,0.886,0.672,1,-4.394,1,0.188,0.0363,8.78e-06,0.101,0.526,91.976,192024,4
94,Drip Too Hard (Lil Baby & Gunna),Lil Baby,2341389,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,2020,1,31,us,0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,112.511,145543,4
95,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,2338482,https://open.spotify.com/track/4Yxc55NX3tAXC2mHRAhtcW,2020,1,31,us,0.376,0.43,0,-6.585,0,0.0328,0.0902,0,0.0912,0.129,77.599,177323,3
96,Hate Me (with Juice WRLD),Ellie Goulding,2315327,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE,2020,1,31,us,0.657,0.768,8,-4.628,1,0.0507,0.108,0,0.144,0.759,75.025,186223,4
97,Legends,Juice WRLD,2314302,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa,2020,1,31,us,0.594,0.798,4,-5.244,1,0.0844,0.115,0,0.143,0.381,142.049,191840,4
98,Pop Out (feat. Lil Tjay),Polo G,2308741,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1,2020,1,31,us,0.772,0.639,1,-7.119,1,0.467,0.15,0,0.0698,0.261,168.112,166560,4
99,Jocelyn Flores,XXXTENTACION,2301265,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,2020,1,31,us,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,119133,4
100,RITMO (Bad Boys For Life),Black Eyed Peas,2300459,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,2020,1,31,us,0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,221714,4
1,The Box,Roddy Ricch,18883695,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020,2,7,us,0.896,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,196653,4
2,Life Is Good (feat. Drake),Future,11725270,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc,2020,2,7,us,0.676,0.609,2,-5.831,0,0.481,0.0706,0,0.152,0.508,142.037,237735,4
3,Intentions,Justin Bieber,9044309,https://open.spotify.com/track/364dI1bYnvamSnBJ8JcNzN,2020,2,7,us,0.811,0.553,9,-6.644,1,0.0552,0.317,0,0.105,0.86,148.014,212869,4
4,ROXANNE,Arizona Zervas,7884837,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,2020,2,7,us,0.621,0.601,6,-5.616,0,0.148,0.0522,0,0.46,0.457,116.735,163636,5
